feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RO-05703/2018,https://noticias.r7.com/eleicoes-2018/confira-as-pesquisas-realtime-big-data-para-11-estados-e-df-26102018,RO,RONDÔNIA,1,G,1.0,,,coronel marcos rocha,0.61,expedito junior,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05763/2016,https://www.folhadevilhena.com.br/2016/08/eleicoes-2016terceira-pesquisa-de-intencoes-de-votos-em-vilhena/,RO,VILHENA,1,P,1.0,,,rosani danadon,0.622,eduardo japones,0.281,julinho da radio,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05763/2016,https://www.folhadevilhena.com.br/2016/08/eleicoes-2016terceira-pesquisa-de-intencoes-de-votos-em-vilhena/,RO,VILHENA,1,V,1.0,,,josue danadon,0.0139,professora valdete,0.0104,carmozinho,0.0104,raelzinhe,0.0104,adao lopes,0.0104,valeria,0.0104,ronildo macedo,0.0104,marli azeredo,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05763/2016,https://www.folhadevilhena.com.br/tags/destaques/page/1380/,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05951/2016,https://www.folhadevilhena.com.br/2016/05/instituto-phoenix-divulga-pesquisa-de-opiniao-publica-para-a-sucessao-municipal/,RO,COLORADO DO OESTE,1,P,1.0,,,josemar beato,0.36,enio milani,0.265,ribamar,0.125,miriam donadon,0.081,davisao,0.051,edinho da radio,0.037,nilzinho,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05951/2016,https://www.folhadevilhena.com.br/tags/destaques/page/1366/,RO,COLORADO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06028/2016,http://www.portaltheobroma.com.br/2016/04/vale-do-anari-resultado-de-pesquisa-de-sondagem-majoritaria-para-prefeito-do-municipio/,RO,VALE DO ANARI,1,P,1.0,,,he man,0.239,anildo,0.183,odair calado,0.156,tuca,0.156,nilson japones,0.092,ontonio do microonibus,0.083,nego maturana,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06220/2016,http://correiocentral.com.br/noticias/politica/em-ouro-preto-do-oeste-vagno-panisoly-aparece-na-frente-na-disputa-pela-prefeitura/7291,RO,OURO PRETO DO OESTE,1,P,1.0,,,vagno panisoly,0.542,rosaria helena,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06220/2016,http://www.rondoniagora.com/documentos/Jornal_roagora_16a30desetembro2016.pdf,RO,OURO PRETO DO OESTE,1,P,1.0,,1.0,vagno panisoly,0.618,rosaria helena,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06537/2018,https://www.gentedeopiniao.com.br/opiniaotv/eleicoes-2018/veja-como-esta-a-preferencia-do-eleitorado-para-deputado-estadual-em-rondonia,RO,RONDÔNIA,1,DE,1.0,,,luizinho goebel,0.072,adelino follador,0.066,aelcio da tv,0.06,ari saraiva,0.054,alan queiroz,0.048,jean oliveira,0.044,marcelo cruz,0.038,cirone,0.037,jair montes,0.035,luiz ferrari,0.031,lazinho da felagro,0.026,luiz gomes,0.022,gil veriato,0.021,jean mendonça,0.018,everaldo fogaça,0.016,cassia moleta,0.013,marcos sucao,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06537/2018,https://www.portaljipa.com.br/noticias/politica-1/veja-como-esta-a-preferencia-do-eleitorado-para-deputado-estadual-em-rondonia-28429,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06741/2016,http://www.folharondoniense.com.br/atualidades/pesquisa-folha-rondoniensephoenix-portovelhenses-acreditam-no-governo-temer/,RO,PORTO VELHO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06741/2016,"http://www.oobservador.com.br/noticias/confira-pesquisa-para-vereador-na-cidade-de-porto-velho,9748.shtml",RO,PORTO VELHO,1,V,1.0,,,alan queiroz,0.0358,zequinha araujo,0.0331,everaldo fogaço,0.0318,luan da tv,0.0278,marcelo reis,0.0252,ellis regina,0.0238,marcio sitetuperon,0.0238,juscelino amaral,0.0212,o campo,0.0199,clodoaldo,0.0172,raimundo da saude,0.0159,pr. Joel,0.0146,antonia da artvidro,0.0119,jair montes,0.0119,ingrid,0.0106,chico lata,0.0106,izaque machado,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06877/2016,"http://www.oobservador.com.br/noticias/jesualdo-pires-lidera-em-ji-parana,11672.shtml",RO,JI-PARANÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06918/2016,https://institutophoenix.blogspot.com/2016/04/2-pesquisa-no-municipio-de-ji-parana-ro.html,RO,JI-PARANÁ,1,V,1.0,,,edvaldo gomes,0.0559,licomedio pereira,0.0503,silvia cristina,0.0419,ida,0.0335,edilson vieira,0.0335,nilton cesar,0.0251,claudia de jesus,0.0196,paula moura,0.0168,malete campos,0.0168,marcia regina,0.0168,raphael da auto escola,0.014,lincon astre,0.014,vanerlei nines,0.014,careca da sifa,0.014,klecius modesta,0.014,sinval,0.0112,junior do postim,0.0112,adilson do detran,0.0112,nim barroso,0.0112,zezinha da eucatur,0.0112,jeferson barbosa,0.0112,negao do isau,0.0112,bodao ,0.0112,ariba jr,0.0112,marcelo ,0.0112,kasiusk,0.0112,adaias,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-06918/2016,https://www.povoemalerta.com.br/19/04/2016/disputa-para-prefeitura-de-ji-parana-promete-ser-acirrada-aponta-pesquisa/,RO,JI-PARANÁ,1,P,1.0,,,anderson exceller,0.223,kakau,0.181,solange pereira,0.169,laerte gomes,0.129,alexandre darlibate,0.082,marcito  pinto,0.067,anselmo de jesus,0.057,edinho fidelis,0.046,joao durval,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07042/2018,http://alertarondonia.com.br/politica/id-795341/expedito_junior_e_maurao_de_carvalho_devem_ir_para_o_segundo_turno_em_rondonia,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.287,maurao de carvalho,0.2537,acir gurgacz,0.1083,coronel marcos rocha,0.0815,pimenta de rondonia,0.0148,vinicius miguel,0.012,coronel charlon,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07042/2018,http://www.comando190.com.br/noticias/raupp-e-jesualdo-j-esto-empatados-tecnicamente-na-2-posio-para-o-senado/7351,RO,RONDÔNIA,1,S,1.0,,,conficio moura,0.287,valdir raupp,0.188,jesualdo pires,0.1731,carlos magno,0.0546,bosco da federal,0.0315,marcos rogerio,0.0306,dr. Josenir dettoni,0.0222,jaime bagattoli,0.0185,pastor aluisio vidal,0.0167,fabricio jurado,0.0148,terrinha,0.0111,pastor edesio fernandes,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07042/2018,http://www.portaltheobroma.com.br/2018/09/eleicoes-2018-veja-penultima-pesquisa-para-deputado-federal-em-rondonia/,RO,RONDÔNIA,1,DF,1.0,,,leo morais,0.062,luis claudio da agricultura,0.0528,expedito neto,0.0463,lindomar garçon,0.0361,melki donador,0.0324,tiziu jidalias,0.0306,jotta junior,0.0278,mariana carvalho,0.0269,jaqueline cassol,0.0231,coronel chrisostomo,0.0213,cristiane lopes,0.0185,marinha raupp,0.0185,silvia cristina,0.0185,claudia moura,0.0185,pastor valadares,0.0176,ada dantas boabaid,0.0176,dr.wenceslau,0.0167,affonso da mabel,0.0139,lucas follador,0.0139,lucio mosquini,0.0139,hosana capixaba,0.0139,rosana helena,0.0111,padovani da agricultura,0.0111,paco,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07042/2018,https://viarondonia.com/noticias/32184.shtml,RO,RONDÔNIA,1,DE,1.0,,,adelino follador,0.0472,aelcio da tv,0.0407,luizinho goebel,0.037,marcelo cruz,0.0278,williames pimentel,0.0231,junior raposo,0.0222,alan queiroz,0.0204,jean oliveira,0.0204,saulo moreira,0.0185,rosangela donadon,0.0185,ezequiel neiva,0.0185,jair montes,0.0167,caico,0.0157,ivonete gomes,0.0157,sergio tobias,0.0139,junior cavalcante,0.013,adriana boiadeiro,0.012,chico pinheiro,0.012,chiquinho,0.012,decio barbosa lagares,0.012,raimundinho bike som,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07352/2016,https://www.diariodaamazonia.com.br/quinta-pesquisa-aponta-reeleicao-em-ariquemes/,RO,ARIQUEMES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07644/2016,"http://www.oobservador.com.br/noticias/professor-valter-lidera-em-alvorada-do-oeste,11880.shtml",RO,ALVORADA DO OESTE,1,P,1.0,,,prof.valter,0.607,raniery,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07644/2016,"http://www.oobservador.com.br/noticias/professor-valter-lidera-em-alvorada-do-oeste,11880.shtml",RO,ALVORADA DO OESTE,1,V,0.0,,,debora pereira,0.06,andreia da zero,0.06,bene,0.056,jair,0.056,demi,0.056,delluana,0.044,anibal,0.038,bruna santos,0.038,joao paulo ,0.038,diego souza,0.033,biriba,0.028,camarao,0.022,cicero da 48,0.022,claudio lopes,0.017,celcino,0.017,cleise,0.011,aldo,0.011,cesar timoteo,0.011,cabral ,0.011,jonas,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07644/2016,"https://www.rondoniadinamica.com/arquivo/pesquisa-phoenix-professor-valter-lidera-disputa-pela-prefeitura-em-alvorada-doeste,121503.shtml",RO,ALVORADA DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07888/2018,http://www.folharondoniense.com.br/politica/realtime-big-data-ro-expedito-tem-27-maurao-17-e-gurgacz-12/,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.27,maurao de carvalho,0.17,acir gurgacz,0.12,coronel marcos rocha,0.05,vinicius miguel,0.04,pimenta de rondonia,0.04,cononel charlon,0.02,pedro nazareno,0.01,comendador valclei queiroz,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07945/2016,https://www.folhadevilhena.com.br/2016/09/rosani-donadon-amplia-vantagem-em-vilhena/,RO,VILHENA,1,P,1.0,,,rosani donador,0.4953,eduardo japones,0.2551,julinho da radio,0.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-07981/2016,"http://www.oobservador.com.br/noticias/confira-pesquisa-para-prefeito-de-ji-parana-visando-as-eleicoes-2016,10219.shtml",RO,JI-PARANÁ,1,P,1.0,,,cacau,0.231,anderson,0.208,laerte,0.167,solange,0.119,alexandre,0.093,marcito,0.071,edinho,0.071,joao durval,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08315/2016,https://www.portaljipa.com.br/noticias/politica-1/pequisa-do-phoenix-gera-expectativa-no-meio-politica-18170,RO,JI-PARANÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08354/2016,"http://www.oobservador.com.br/noticias/pesquisa-leo-moraes-mantem-lideranca-nas-intencoes-de-voto-para-prefeito-de-porto-velho,11275.shtml",RO,PORTO VELHO,1,P,1.0,,,leo moraes,0.256,mauro nazif,0.178,roberto sobrinho,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08354/2016,https://www.slideshare.net/JornalTudorondonia/7-pesquisa-phoenix-prefeitura-de-porto-velho,RO,PORTO VELHO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08428/2018,http://alertarondonia.com.br/politica/id-790489/eleicoes_2018__maurao_de_carvalho_comeca_a_crescer_na_preferencia_do_eleitorado,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.2611,maurao de carvalho,0.212,acir gurgacz,0.1574,coronel charlon,0.0454,pimenta de rondonia,0.0194,vinicius miguel,0.0167,comendador valclei queiroz,0.0167,pedro nazareno,0.0157,coronel marcos rocha,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08428/2018,https://jarutopfestas.com.br/politica/leo-moraes-lidera-intencoes-de-voto-para-deputado-federal-em-rondonia/,RO,RONDÔNIA,1,DF,1.0,,,leo morais,0.0519,luiz claudio de agricultura,0.0454,jaqueline cassol,0.0417,melki donadon,0.0306,expedito neto,0.0296,caronel chrisostomo,0.0278,jotta junior,0.0269,tiziu jidalias,0.0259,mariana carvalho,0.025,marinha raupp,0.025,lucio mosquini,0.025,claudia moura,0.0213,silvia cristina,0.0204,lucas follodor,0.0194,dr. Wenceslau,0.0185,pastor valadares,0.0185,cristine lopes,0.0185,padovani da agricultuara,0.0167,padre ton,0.0139,ada dantas boabaid,0.0139,rosaria helena,0.0139,flavio lemos,0.0111,dr.mauro nazif,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08428/2018,https://www.acontecero.com.br/2018/09/20/confucio-moura-e-raupp-fazem-a-dobradinha-na-lideranca-pelo-senado-em-rondonia/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08428/2018,https://www.extraderondonia.com.br/2018/09/19/pesquisa-aponta-confucio-e-raupp-na-lideranca-pelo-senado/,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.2222,valdir raupp,0.2019,jesualdo pires,0.162,carlos magno,0.1019,bosco da federal,0.0519,marcos rogerio,0.0407,dr.josenir dettoni,0.0324,jaime bagattoli,0.0139,pastor aluisio vidal,0.012,fabricio jurado,0.0111,fatima cleide,0.0102,terrinha,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08625/2016,https://institutophoenix.blogspot.com/2016/03/1-pesquisa-de-rio-crespo-ro.html,RO,RIO CRESPO,1,P,1.0,,,eudes,0.316,cassiane,0.15,zico,0.048,joao becker,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-08878/2018,https://www.facebook.com/waldezludwigoficial/videos/1736921406415936/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09139/2018,http://rondoniaempauta.com.br/nl/politica/expedito-junior-lidera-com-folga-intencoes-de-voto-para-o-governo-de-rondonia-diz-brasil-dados/,RO,RONDÔNIA,1,G,,,,EXPEDITO JUNIOR,0.2407,ACIR GURGACZ,0.1389,MAURAO DE CARVALHO,0.1019,PIMENTA DE RONDONIA,0.0463,VALCLEI QUEIROZ,0.037,VINICIUS RADUAN,0.0278,CORONEL CHARLON,0.0185,MARCOS ROCHA,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09139/2018,http://www.focoemnoticia.com.br/noticia/2018/08/21/expedito-neto-lidera-pesquisa-para-deputado-federal-em-rond-nia.html,RO,RONDÔNIA,1,DF,,,,EXPEDITO NETO,0.0472,LINDOMAR GARÇON,0.0407,LUIZ CLAUDIO,0.037,MELKI DONADON,0.0324,LEO MORAIS,0.0278,MARIANA CARVALHO,0.0259,JAQUELINE CASSOL,0.0231,JOTA JUNIOR,0.0139,MARINHA RAUPP,0.0139,TIZIU,0.013,LUCIO MOSQUINI,0.012,PASTOR VALADARES,0.012,DR. MAURO NAZIF,0.012,SILVIA CRISTINA,0.012,NILTON CAPIXABA,0.012,LUCAS FOLADOR,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09139/2018,http://www.folharondoniense.com.br/noticias/pesquisa-aponta-a-preferencia-do-eleitorado-em-relacao-aos-nomes-de-candidatos-a-deputado-estadual/,RO,RONDÔNIA,1,DE,,,,ADELINO FOLADOR,0.0231,AELCIO DA TV,0.0204,ZEQUINHA ARAUJO,0.0185,ALAN QUEIROZ,0.0167,LUIZINHO GOEBEL,0.0167,JUNIOR RAPOSO,0.0157,ROSANGELA DONADON,0.0148,CLEITON ROQUE,0.0139,EZEQUIEL NEIVA,0.0139,CARLINHOS CAMURÇA,0.013,PIMENTEL,0.012,ARI SARAIVA,0.012,CHIQUINHO EMATER,0.0111,ADRIANO BOIADEIRO,0.0111,MARCELO CRUZ,0.0102,JESUINO BOABAID,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09174/2016,"http://www.oobservador.com.br/noticias/gilmar-do-idaron-lidera-em-governador-jorge-teixeira,11014.shtml",RO,GOVERNADOR JORGE TEIXEIRA,1,P,1.0,,,GILMAR DO IDARON,0.317,JOAO PACIENCIA,0.249,CIDA DO NENEM,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09212/2016,http://www.portaltheobroma.com.br/2016/03/jaru-instituto-phoenix-divulgar-1o-pesquisar-de-eleicoes-2016-para-prefeitura/,RO,JARU,1,P,1.0,,,STELA MARIS,0.2,JOAOZINHO GONÇALVES,0.163,CASSIA MOLETA,0.084,FLAVIO CORREIA,0.084,JUNIOR DA NOVA LAR,0.084,JEFERSON LIMA,0.042,CARMEM GONÇALVES,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09212/2016,https://institutophoenix.blogspot.com/2016/03/1-pesquisa-de-vereadores-de-jaru.html,RO,JARU,1,V,,,,AMARELINHO,0.065,CASSIA,0.065,FLAVIA,0.06,ZE DE LARA,0.047,JEFERSON LIMA,0.037,PEQUENO,0.033,MOISES,0.033,JOAO DO BOI,0.028,ROSE CAPELINI,0.028,DIVA THIAGO,0.023,HORLANDO,0.023,SANTANA,0.023,JEAN,0.019,AUNARI,0.019,BENILDO,0.019,JANITO,0.019,JERSON DA HORA,0.019,JUNIOR DA NOVA LAR,0.014,JOSIMAR,0.014,JUNIOR DA RADIO,0.014,PROF. EVALDO,0.014,ANA LUCIA,0.014,SILVERNANE,1.4,LUIZINHO DA SAUDE,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09237/2016,https://institutophoenix.blogspot.com/2016/04/1-pesquisa-eleitoral-do-municipio-de.html,RO,VILHENA,1,V,0.0,,,JOSUE DONADON,0.0431,VAND. GRAEBIM,0.0314,CARMOZIM,0.0275,MARIA JOSE,0.0275,JUNIOR DONADON,0.0235,DR. CAETANO NETO,0.0196,NATAL,0.0196,JOSE GARCIA,0.0196,CABO JOAO,0.0157,CELIO BATISTA,0.0157,ISRAEL ZIGUE,0.0157,VERA DA FARMACIA,0.0157,JUNINHO DA RADIO,0.0157,PROF. MAURO,0.0157,JAIRO PEIXOTO,0.0157,EDSON SEIXAS,0.0118,LAUDICEIA,0.0118,MIGUEL CAMARA,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09237/2016,https://institutophoenix.blogspot.com/2016/04/pesquisa-prefeito-de-vilhena-ro.html,RO,VILHENA,1,P,1.0,,,ROSANI DONADON,0.318,LUIZINHO GOEBEL,0.137,VERA PAIXAO,0.078,JAIME BAGATOLLI,0.059,CAPUTI,0.055,PADRE FABIO,0.043,VALDIR ARRUDA,0.02,ADEMAR BUENO,0.02,JULINHO DA RADIO,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09262/2016,http://www.machadinhoonline.com.br/index.php/2016/09/30/eleicoes-2016-leomar-patricio-lidera-com-ampla-vantagem-em-machadinho-doeste/,RO,MACHADINHO DO OESTE,1,P,1.0,,,LEOMAR PATRICIO,0.51,FLAVIO DO INCRA,0.22,JESUALDO DA EMATER,0.108,WALTER FAMILIA,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09489/2016,https://institutophoenix.blogspot.com/2016/03/dr-cristiano-e-silvana-lideram-pesquisa.html,RO,ITAPUÃ DO OESTE,1,P,1.0,,,DR. CRISTALINO,0.285,SILVANA,0.205,PAULO EMATER,0.113,CEARAZINHO,0.046,MILTINHO DA LINHA 119,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09517/2016,http://www.folharondoniense.com.br/atualidades/castanheiras-alcides-do-som-lidera-pesquisas-para-prefeito/,RO,CASTANHEIRAS,1,P,1.0,,,ALCIDES DO SOM,0.406,CLAUDIO MARTINS,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09861/2018,https://www.facebook.com/IPhBR/posts/289265721686590,RO,RONDÔNIA,1,S,1.0,,,CONFUCIO MOURA,0.201,JAIME BAGATOLLI,0.153,JESUALDO PIRES,0.138,ALUIZIO VIDAL,0.096,CARLOS MAGNO,0.091,VALDIR RAUPP,0.08,FATIMA CLEIDE,0.069,TITO PAZ,0.04,EDESIO FERNANDES,0.034,TED WILSON,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09861/2018,https://www.facebook.com/IPhBR/posts/289489404997555,RO,RONDÔNIA,1,DF,,,,LEO MORAES,0.091,MELKI DONADON,0.076,LUIZ CLAUDIO,0.066,PASTOR VALADARES,0.061,PADOVANI DA AGRICULTURA,0.055,EXPEDITO NETTO,0.052,DR. SILMAR,0.05,LUCAS FOLLADOR,0.048,LINDOMAR GARÇON,0.047,SILVIA CRISTINA,0.042,MARIANA CARVALHO,0.037,ROSARIA HELENA,0.033,JAQUELINE CASSOL,0.03,MARINHA RAUPP,0.018,MAURO NAZIF,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09917/2016,https://institutophoenix.blogspot.com/2016/03/edilson-alencar-larga-na-frente-em.html,RO,PRESIDENTE MÉDICI,1,P,1.0,,,EDILSON ALENCAR,0.226,ZE RIBEIRO,0.173,TONINHO GERALDO,0.128,LURDINHA,0.128,GILSON BORGES,0.105,PAULAO CRIADOR,0.083,PAIOL MERCADO,0.06,MARIO CESAR,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,RO-09928/2016,https://www.folhadevilhena.com.br/2016/09/pimenteiras-vino-dispara-na-preferencia-eleitoral/,RO,PIMENTEIRAS DO OESTE,1,P,1.0,,,VINO,0.533,JOAO MIRANDA,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
